id,accession_no_csv,object_work_type,title_text
4a8c1b6b-e06c-4e5f-8ef8-ea586a17063d,2018-00184,colour transparencies,Misty Morning
4eeb5d84-c3fa-49af-954f-b4977641d5c2,2018-00185,colour transparencies,Junk and Modern Living
d8a30e10-1f02-41a3-a59b-f10b6b725802,2018-00186,colour transparencies,Kodachrome transparency of a lady in sarong kebaya
4e354ddb-fc60-46a2-bbaa-784ff2b90b1c,2018-00187,colour photographs photographs,Photograph of Mrs Lee Choon Guan
b8e48b07-45e1-4364-bd9b-fc4b4b7d0ef6,2018-00188,colour photographs photographs,Photograph of Nyonyas at a party
8bfdfd53-e0c1-4fa8-ae56-fbf84b54a5e3,2018-00189,colour photographs photographs,Photograph of a group at a dining table
59e9f8c1-4427-49f4-946b-abf6878780ba,2018-00190,colour photographs photographs,Photograph of a group of five men including Lee Kip Lee
d0eea59f-bdd5-4c88-be59-941a1f178a97,2018-00191,chromogenic colour prints photographs,Photograph of a young nyonya in a green kebaya
8df4863c-4b7b-4b30-b246-6ba2c356e3ef,2018-00192,black-and-white negatives negatives (photographs),Negative of a nyonya with a parasol
c8d86486-f40e-4639-8c77-419a2eaf6fd0,2018-00193,black-and-white negatives negatives (photographs),Negative of three men Negative of two bibiks from Penang
cf134f87-956b-4cc9-a671-9bc18d8e0a00,2018-00194,black-and-white negatives negatives (photographs),Negatives of committee members of the Peranakan Association
3e015f15-5976-42c1-8e2b-ba391ae4b4f2,2018-00195,envelopes,Group of 6 envelopes for negatives
58426a74-0d0c-4243-b7a7-ada04d8e866f,2018-00195-001,envelopes,Group of 6 envelopes for negatives: Kodacolour colour prints envelope Group of 6 envelopes for negatives
fa2e9c59-ca68-42e9-b2db-fee68e8371a5,2018-00195-002,envelopes,Group of 6 envelopes for negatives: Envelope from Natural Studio Group of 6 envelopes for negatives
4e0c481a-00bc-42d8-bb25-debe31f8353c,2018-00195-003,envelopes,Group of 6 envelopes for negatives: Envelope from Fee Fee Photographic Store Group of 6 envelopes for negatives
5a4ff033-dcce-43b5-894f-38ba48c060b3,2018-00195-004,envelopes,Group of 6 envelopes for negatives: Envelope from Rex Studio Group of 6 envelopes for negatives
4bf4590e-f549-4fc3-9390-4c3d97068b29,2018-00195-005,envelopes,Group of 6 envelopes for negatives: Ottomar Anders Group of 6 envelopes for negatives
332b9a4d-cc8d-408d-9322-02c7f911807b,2018-00195-006,envelopes,Group of 6 envelopes for negatives: Yue Teng Photographic Store Group of 6 envelopes for negatives
6665b334-00f1-4623-895d-9831836d9c06,2018-00196,booklets,Booklet of film negatives
acb10900-9524-44b8-b60d-5b23e300a6dc,2018-00196-001,booklets,Booklet of film negatives
162147cf-dd6b-4157-98d0-082dc70cee79,2018-00196-002,negatives (photographs),Booklet of film negatives: Negative of four people Booklet of film negatives
c6e4fc65-a747-4cc1-bb70-8a556f3973ba,2018-00196-003,negatives (photographs),Booklet of film negatives: Negative of seven people Booklet of film negatives
7509dfac-0f50-4549-a669-d7cf68ca481c,2018-00196-004,negatives (photographs),Booklet of film negatives: Negative of three people Booklet of film negatives
56b5d90f-5459-492d-a83a-e04b207c60f9,2018-00196-005,negatives (photographs),Booklet of film negatives: Negative of six people Booklet of film negatives
566e89a6-64dc-4cee-b2ee-9f526b5bd494,2018-00196-006,negatives (photographs),Booklet of film negatives: Negative of three people Booklet of film negatives
31131780-7256-4e0a-b002-ce652bf88bb1,2018-00196-007,negatives (photographs),Booklet of film negatives: Negative of a walkway Booklet of film negatives
3d8b56a6-aa57-4bb4-aa47-99efa594c09d,2018-00196-008,negatives (photographs),Booklet of film negatives: Negative of a group of people Booklet of film negatives
3a2a3e60-09fe-4a6e-bb52-27238bb7c9ad,2018-00196-009,negatives (photographs),Booklet of film negatives: Negative of six people Booklet of film negatives
a7eedb21-efd1-4be5-b987-b8409b74d95b,2018-00196-010,negatives (photographs),Booklet of film negatives: Negative of a group of people Booklet of film negatives
cdeb2a25-94a5-47bc-ac2a-8178753e7d67,2018-00196-011,negatives (photographs),Booklet of film negatives: Negative of a group of people Booklet of film negatives
4769efd4-a566-4f8b-ad95-7727e3380989,2018-00196-012,negatives (photographs),Booklet of film negatives: Negative of a group of people Booklet of film negatives
04d9890e-9b78-4c98-8438-850db29fa523,2018-00196-013,negatives (photographs),Booklet of film negatives: Negative of a group of people around a piano Booklet of film negatives
ccafe0b7-dbc8-4572-a909-67676f5acc32,2018-00196-014,negatives (photographs),Booklet of film negatives: Negative of a group of people Booklet of film negatives
5abf1f93-a179-420e-95fa-33f0000d5ee6,2018-00196-015,negatives (photographs),Booklet of film negatives: Negative of a group of people Booklet of film negatives
3db30967-a4f2-453d-a1e3-a2cf50be09bf,2018-00196-016,negatives (photographs),Booklet of film negatives: Negative of a bird's eye view of a crowd of people Booklet of film negatives
b26c417e-a4c3-4815-a408-c1de4866cf15,2018-00196-017,negatives (photographs),Booklet of film negatives: Negative of a people standing on a deck of a watercraft Booklet of film negatives
5f712ffe-64f2-47f6-80f4-a65f86fee5b5,2018-00196-018,negatives (photographs),Booklet of film negatives: Negative of a military band Booklet of film negatives
85fdea02-31d7-4a23-a0bb-e67d1a0fcc80,2018-00196-019,negatives (photographs),Booklet of film negatives: Negative of three men Booklet of film negatives
f9112660-c2a8-4f69-b7fe-52bd28b8a84b,2018-00196-020,negatives (photographs),Booklet of film negatives: Negative of three men Booklet of film negatives
448c0cbf-1138-4ab5-a4d1-5aea82575053,2018-00196-021,negatives (photographs),Booklet of film negatives: Negative of a man Booklet of film negatives
c0f481ae-2d3f-4b66-863a-76b46f80a82d,2018-00196-022,negatives (photographs),Booklet of film negatives: Negative of two women Booklet of film negatives
4349286a-dc9b-4bce-8e91-b64be3a8b99c,2018-00196-023,negatives (photographs),Booklet of film negatives: Negative of two women Booklet of film negatives
1a1dbbac-1748-453c-b16d-75f72a2ddf4c,2018-00196-024,negatives (photographs),Booklet of film negatives: Negative of a sailboat Booklet of film negatives
2954a5d1-5123-4441-b6bc-a60eaaf3b337,2018-00196-025,negatives (photographs),Booklet of film negatives: Negative of landscape Booklet of film negatives
f43d1519-745a-400f-a9b7-99da74c2683c,2018-00196-026,negatives (photographs),Booklet of film negatives: Negative of landscape Booklet of film negatives
38bc24b8-f55a-4471-bae2-6d44398415c3,2018-00196-027,negatives (photographs),Booklet of film negatives: Negative of six people Booklet of film negatives
ceb9a736-e4c0-4276-85f6-39227bf95668,2018-00196-028,negatives (photographs),Booklet of film negatives: Negative of four people Booklet of film negatives
4439c3fc-1230-4deb-abb9-4489d5ff63fd,2018-00196-029,negatives (photographs),Booklet of film negatives: Negative of two people Booklet of film negatives
89506dd8-36e7-4f05-965c-6465584b1cd0,2018-00196-030,negatives (photographs),Booklet of film negatives: Negative of five people Booklet of film negatives
c1cac9e6-1cd6-4f5f-aa90-39ac401b8ac0,2018-00196-031,negatives (photographs),Booklet of film negatives: Negative of thirteen people Booklet of film negatives
4f803248-d90c-4254-9bde-38f7a6d02fdb,2018-00196-032,negatives (photographs),Booklet of film negatives: Negative of ten people Booklet of film negatives
c06de495-aa08-4418-861a-1fbda3826db0,2018-00196-033,negatives (photographs),Booklet of film negatives: Negative of two people standing on a flight of steps Booklet of film negatives
da13f675-d56a-43e2-9687-46bfd73b7fe8,2018-00196-034,negatives (photographs),Booklet of film negatives: Negative of street scenes outside a building Booklet of film negatives
043d0efc-63c4-405c-9170-5d15e50e5a70,2018-00196-035,negatives (photographs),Booklet of film negatives: Negative of two people walking along a path Booklet of film negatives
9206d146-14fa-40a6-a736-6764bbebed21,2018-00196-036,negatives (photographs),Booklet of film negatives: Negative of a group of people walking along a path Booklet of film negatives
1923a3dd-2a47-439a-9da5-b498ab527b86,2018-00196-037,negatives (photographs),Booklet of film negatives: Negative of a building Booklet of film negatives
bba9c6a3-a169-43e3-98a8-e60f42491679,2018-00196-038,negatives (photographs),Booklet of film negatives: Negative of people walking amidst shops Booklet of film negatives
918e720e-fccc-4e21-9e2d-7cc745e30e12,2018-00196-039,negatives (photographs),Booklet of film negatives: Negative of people on the street Booklet of film negatives
c4a37f1b-a53f-4227-8dea-12d96aaf5c48,2018-00196-040,negatives (photographs),Booklet of film negatives: Negative of landscape Booklet of film negatives
d5b76f79-2a91-481f-888b-3e90f3f4c665,2018-00196-041,negatives (photographs),Booklet of film negatives: Negative of a bird's eye view of houses beside a body of water Booklet of film negatives
15ba70ea-a68e-4138-8fb4-f59ef4e70964,2018-00196-042,negatives (photographs),Booklet of film negatives: Negative of the upper levels of a building Booklet of film negatives
2e8b43bb-1635-4dc9-9ed7-2ec477374a5d,2018-00196-043,negatives (photographs),Booklet of film negatives: Negative of a statue of Buddha Booklet of film negatives
9093c03a-2ffd-4841-87fb-2e60f223f688,2018-00196-044,negatives (photographs),Booklet of film negatives: Negative of a temple Booklet of film negatives
94481c07-43b4-4549-b867-6fd14a2d7f23,2018-00196-045,negatives (photographs),Booklet of film negatives: Negative of a statue of Buddha Booklet of film negatives
3faac9dc-17fd-4add-a365-6c3af88a059a,2018-00196-046,negatives (photographs),Booklet of film negatives: Negative of four people Booklet of film negatives
9edf6f68-9a05-479e-b140-28ecf7b301e0,2018-00196-047,negatives (photographs),Booklet of film negatives: Negative of a bird's eye view of houses Booklet of film negatives
d5c2209e-422e-407e-8483-09574037387b,2018-00196-048,negatives (photographs),Booklet of film negatives: Negative of a statue of Buddha Booklet of film negatives
2bad54d8-a4ee-4989-979d-239a3a51774b,2018-00196-049,negatives (photographs),Booklet of film negatives: Negative of a statue of Buddha Booklet of film negatives
8a417c20-c083-4ea5-9aee-0eda5bce9776,2018-00196-050,negatives (photographs),Booklet of film negatives: Negative of a bird's eye view of houses Booklet of film negatives
c2b1f82e-0ee1-4fc6-ad32-e1a04cd8f795,2018-00196-051,negatives (photographs),Booklet of film negatives: Negative of people inside an aerial tram Booklet of film negatives
72c49a9f-e128-4039-b78c-aef5c2140604,2018-00196-052,negatives (photographs),Booklet of film negatives: Negative of an altar Booklet of film negatives
329c0423-7461-4ac1-9748-9044035ffad7,2018-00196-053,negatives (photographs),Booklet of film negatives: Negative of a group of people Booklet of film negatives
a19c0b2a-78a8-4f25-a96c-14d18c9e04b1,2018-00196-054,negatives (photographs),Booklet of film negatives: Negative of a Torii Booklet of film negatives
681948e7-e773-4195-87c9-494b0bbf685f,2018-00196-055,negatives (photographs),Booklet of film negatives: Negative of a cruise liner Booklet of film negatives
3e6871c9-6c2b-46fa-b176-467701933602,2018-00196-056,negatives (photographs),Booklet of film negatives: Negative of street scenes with buildings in a city Booklet of film negatives
e59e7bf0-ea44-4c25-beca-93527bb9bf33,2018-00196-057,negatives (photographs),Booklet of film negatives: Negative of street scenes with buildings in a city Booklet of film negatives
937223bc-8f6a-4067-9880-b52535a3210e,2018-00196-058,negatives (photographs),Booklet of film negatives: Negative of street scenes with buildings in a city Booklet of film negatives
fa87dfb3-60c4-493a-aa22-21348489fa1e,2018-00196-059,negatives (photographs),Booklet of film negatives: Negative of a body of water and landforms Booklet of film negatives
f7b50d2c-4265-4bff-b390-b61e58f3ed60,2018-00196-060,negatives (photographs),"Booklet of film negatives: Negative of roads, vehicles, and people around a landform Booklet of film negatives"
a3fab2d0-c894-4683-b5c5-f61f519eb966,2018-00196-061,negatives (photographs),Booklet of film negatives: Negative of a bird's eye view of a vehicle on a hill Booklet of film negatives
aa1112b4-cec8-47d4-bae8-41986fdff7af,2018-00196-062,negatives (photographs),Booklet of film negatives: Negative of people by a body of water Booklet of film negatives
54f42bf0-9b7c-445a-a5f2-24815727dddd,2018-00196-063,negatives (photographs),Booklet of film negatives: Negative of a body of water Booklet of film negatives
91b05639-d9d9-4249-8abc-b203f39f02af,2018-00196-064,negatives (photographs),Booklet of film negatives: Negative of people walking and shopping Booklet of film negatives
8ce1b899-652a-44f0-b9f3-e952da007ee2,2018-00196-065,negatives (photographs),Booklet of film negatives: Negative of people walking amidst shops Booklet of film negatives
8c9bab19-c8a0-4b1a-9c2c-280dc1c1e3cd,2018-00196-066,negatives (photographs),Booklet of film negatives: Negative of two people walking along a path Booklet of film negatives
58659d5c-273e-4bdc-a682-c537c0367ab7,2018-00196-067,negatives (photographs),Booklet of film negatives: Negative of houses in the background Booklet of film negatives
58cb3114-d0d0-4f45-9165-32b60c3b00fd,2018-00196-068,negatives (photographs),Booklet of film negatives: Negative of a statue of Guanyin Booklet of film negatives
a077e839-3a4c-4b98-9c9d-82931b73adb8,2018-00196-069,negatives (photographs),Booklet of film negatives: Negative of people praying Booklet of film negatives
38bafdb1-bf6a-4fb5-bcd6-1285aa333981,2018-00196-070,negatives (photographs),Booklet of film negatives: Negative of a statue of Guanyin Booklet of film negatives
4e76b0c1-7b5f-4c3b-8430-20ebecbcdd3d,2018-00196-071,negatives (photographs),Booklet of film negatives: Negative of a watermill Booklet of film negatives
7f169a7b-880f-4c59-9f63-4e32cb40c663,2018-00196-072,negatives (photographs),Booklet of film negatives: Negative of people at a temple Booklet of film negatives
5350d5d5-0d92-49fa-9bfe-c1bc04a466be,2018-00196-073,negatives (photographs),Booklet of film negatives: Negative of a crowd on the street  Booklet of film negatives
c0a688aa-5e35-4521-bfca-696b9abc9634,2018-00196-074,negatives (photographs),Booklet of film negatives: Negative of a building Booklet of film negatives
75066d5b-0cb4-46d6-bb0e-56facf5c473a,2018-00196-075,negatives (photographs),Booklet of film negatives: Negative of a crowd  Booklet of film negatives
c9e7cd07-26d5-47e9-aafb-81e8eeff836c,2018-00196-076,negatives (photographs),Booklet of film negatives: Negative of a crowd in front of a theatre Booklet of film negatives
a3a83630-f2a1-4282-a539-1a41cb5acee3,2018-00196-077,negatives (photographs),Booklet of film negatives: Negative of people walking amidst shops Booklet of film negatives
66837c8e-2914-481d-8952-88f391dc2f0a,2018-00196-078,negatives (photographs),Booklet of film negatives: Negative of people transporting goods along a bridge Booklet of film negatives
2d438fc1-4a99-4aff-93f4-06f63618c854,2018-00196-079,negatives (photographs),Booklet of film negatives: Negative of a group of people Booklet of film negatives
d8d76e8c-3bc5-4e84-ba1a-91005a380542,2018-00196-080,negatives (photographs),Booklet of film negatives: Negative of a person on the edge of a  body of water Booklet of film negatives
658bedc1-b6f4-49fd-a2fe-bb91439e5572,2018-00196-081,negatives (photographs),Booklet of film negatives: Negative of a deer Booklet of film negatives
5b639800-d75a-40fa-ac7a-943c27d0a8f5,2018-00196-082,negatives (photographs),Booklet of film negatives: Negative of a building's façade Booklet of film negatives
dc219654-9d75-45c2-b56c-89f148ee332e,2018-00196-083,negatives (photographs),Booklet of film negatives: Negative of a body of water Booklet of film negatives
687422a5-6ee4-456e-99b9-68343ad40d94,2018-00196-084,negatives (photographs),Booklet of film negatives: Negative of a statue of Guanyin Booklet of film negatives
d287469c-283b-4b75-84bf-a4d0bcd1d6f8,2018-00196-085,negatives (photographs),Booklet of film negatives: Negative of a person sitting on a bench Booklet of film negatives
df34b836-23c0-4dd8-bf47-63fa708e2d4f,2018-00196-086,negatives (photographs),Booklet of film negatives: Negative of a body of water and landforms Booklet of film negatives
